Lemmatized_Text,Predicted_Emotion
I be go to feel lousy I might as well feel lousy while I be do something;sadness,Sad
I feel hesitant because I don t want to put too much stock in the possibility that maybe today mark the end of a hard year and the start of one that might be better;fear,Neutral
I feel a bit afraid of not thin and thin I would like to know be elevate thyroid hormone eat less because of the movement to improve the metabolism or drug but that still in the normal range within the distressed in the end because of hyperthyroidism thin or I be really healthy thin;fear,Neutral
I have only be blogge here for a short time in fact today mark my three month blogoversary but I feel that I have be accept into this community;joy,Happy
I too feel hopeful for the come year;joy,Happy
I have a feeling that its something I ve miss because it should not be that tedious;sadness,Sad
I always feel a little ashamed of my american history knowledge so I like to learn more when I can;sadness,Sad
I be feel doubtful and sad about the relationship I have with this man;fear,Neutral
I be pretty certain we will use this name as a middle name if its a girl as it have such a special feeling to it and the connection with his her poppy be so lovely to me;love,Neutral
I ve keep trav awake by be awake and that make I feel terrible;sadness,Sad
I hate my feeling which be all about love this city day by day little by little;love,Neutral
I always feel pressured to socialize or I get eight miss call and some text from my host brother in the span of an hour;fear,Neutral
I still could not believe that they be in that much pain to not feel happy when other people be celebrate grandiosely;joy,Happy
I sit in my room listen to everyone outside on the beach I didn t feel inspire at all;joy,Happy
I feel so insulted because of a woman;anger,Neutral
I go while feel foolish so many times;sadness,Sad
I remember something about the artwork I spend hour with in school I feel smart and worthy;joy,Happy
I be by no mean complete spiritually or intellectually and believe you never should be however I find myself sometimes look on other with a knowledge and sense of feel superior in feeling that I be far along my journey than them;joy,Happy
I make my friend feel pretty in comparison although not clever;joy,Happy
I start to feel a lack of connection to my husband I m sure as a direct result of not spend much one on one time together;joy,Happy
I feel homesick nostalgia canaglia;sadness,Sad
I know many people still feel betray by neil odonnell for his two very unfortunate interception and I realize the loss be at the top of most fan list of most heartbreaking moment in pittsburgh sport history but I do not look at it that way;sadness,Sad
I m feel alot less grouchy and lonely today;anger,Neutral
I do not feel the need to photograph every temple or frantically scramble through site in a vain effort to see it all or meticulously record every meal eat over the course of ten days;sadness,Happy
I be feel pretty well in mid october;joy,Happy
I feel extremely proud to live in a country where I can help to decide how I want my country run;joy,Happy
I feel a need to suddenly try and change myself to be accept by;joy,Happy
I feel like a torture artist when I talk to her;anger,Neutral
I m feel the need to mellow out I find something on the ipod that suit I or when I m ready to pump it up I ve always get a go to tune or two to get I reved up;joy,Happy
I be personally not do well I feel lethargic with no energy and with the;sadness,Sad
I have stop feel surprised;surprise,Neutral
I feel a bit strange publishing these beautiful photos;fear,Neutral
I be powerless over my life and the thing that leave I feeling abuse unhappy and generally discontent and miserable I be stuck;sadness,Sad
I really feel irritated with all these;anger,Neutral
I d get the feeling that her friend hate I deeply for whatever i d do to her;anger,Neutral
I feel satisfied if I finish do my revision before exams;joy,Happy
I can see or feel about it be the divine possibility of be with you away alone for one long golden day at last anywhere;joy,Happy
I have a feeling I m go to get an unpleasant comment anyway;sadness,Sad
I be feel so blessed so happy;joy,Happy
I do wake up feel pretty energetic so that s a positive anyway;joy,Happy
I feel mad what s your;anger,Neutral
I do feel alittle submissive it be not the same;sadness,Sad
I m out of the game yet but with two week leave to go and having only be up for a week I ve get to say that I m feel discouraged;sadness,Sad
I feel the jersey could be a bit more adventurous but I will not let that take anything away from this jersey;joy,Happy
I also feel strange that by the ripe old age of twenty three I want a goddamn life partner;fear,Neutral
I feel pretty awful about that;sadness,Sad
I feel so fucking horny;love,Neutral
I have finish college have a couple kid work through feeling entirely discouraged because of a camera that do not have the function I want then feel like I just could not do a decent job take picture I have decide to give it another try;sadness,Sad
